STOP_ROTATION,,0,1,46.5
SPAWN_UNIT,Virus5,0,1,46.5
Rotate_90,,0,1,46.5
SPAWN_UNIT,,0,1,46.5
Rotate_90,,0,1,46.5
SPAWN_UNIT,Virus5,0,1,46.5
Rotate_90,,0,1,46.5
SPAWN_UNIT,Virus5,0,1,46.5
Rotate_90,,0,1,46.5
START_ROTATION,,0.5,1,47
DELAY,,4,1,62
STOP_ROTATION,,0,1,62
SPAWN_UNIT,Virus4,0,1,62
Rotate_90,,0,1,62
SPAWN_UNIT,Virus4,0,1,62
Rotate_90,,0,1,62
SPAWN_UNIT,Virus4,0,1,62
Rotate_90,,0,1,62
SPAWN_UNIT,Virus4,0,1,62
Rotate_90,,0,1,62
Rotate_90,,0,1,62
START_ROTATION,,0.5,1,62.5
STOP_ROTATION,,0,1,62.5
SPAWN_UNIT,Virus1,0,1,62.5
Rotate_90,,0,1,62.5
SPAWN_UNIT,Virus1,0,1,62.5
Rotate_90,,0,1,62.5
SPAWN_UNIT,Virus1,0,1,62.5
Rotate_90,,0,1,62.5
SPAWN_UNIT,Virus1,0,1,62.5
Rotate_90,,0,1,62.5
START_ROTATION,,0.5,1,63
STOP_ROTATION,,0,1,63
SPAWN_UNIT,Virus2,0,1,63
Rotate_90,,0,1,63
SPAWN_UNIT,Virus2,0,1,63
Rotate_90,,0,1,63
SPAWN_UNIT,Virus2,0,1,63
Rotate_90,,0,1,63
SPAWN_UNIT,Virus2,0,1,63
Rotate_90,,0,1,63
START_ROTATION,,0.5,1,63.5
DELAY,,4,1,79.5
SPAWN_UNIT,Virus3,4,1,83.5
DELAY,,4,1,99.5
SPAWN_UNIT,Virus3,0.5,2,100.5
CHANGE_DIRECTION,,0,1,100.5
SPAWN_UNIT,Virus3,4,1,104.5
SPAWN_UNIT,Virus3,0.5,2,105.5
DELAY,,5,1,110.5
SPAWN_UNIT,Virus3,0.5,2,111.5
DELAY,,1,1,129.5
STOP_ROTATION,,0,1,129.5
SPAWN_UNIT,Virus4,0,1,129.5
Rotate_90,,0,1,129.5
SPAWN_UNIT,Virus4,0,1,129.5
Rotate_90,,0,1,129.5
SPAWN_UNIT,Virus4,0,1,129.5
Rotate_90,,0,1,129.5
SPAWN_UNIT,Virus4,0,1,129.5
Rotate_90,,0,1,129.5
START_ROTATION,,0,1,129.5
DELAY,,2,1,135.5
STOP_ROTATION,,0,1,135.5
SPAWN_UNIT,Virus4,0,1,135.5
Rotate_90,,0,1,135.5
SPAWN_UNIT,Virus2,0,1,135.5
SPAWN_UNIT,Virus2,0,1,135.5
Rotate_90,,0,1,135.5
SPAWN_UNIT,Virus4,0,1,135.5
Rotate_90,,0,1,135.5
SPAWN_UNIT,Virus1,0,1,135.5
SPAWN_UNIT,Virus1,0,1,135.5
Rotate_90,,0,1,135.5
START_ROTATION,,0,1,135.5
DELAY,,1,1,147.5
SPAWN_UNIT,Virus1,0,1,147.5
SPAWN_UNIT,Virus1,0,1,147.5
Rotate_90,,0,1,147.5
SPAWN_UNIT,Virus4,0,1,147.5
SPAWN_UNIT,Virus4,0,1,147.5
Rotate_90,,0,1,147.5
SPAWN_UNIT,Virus6,0,1,147.5
SPAWN_UNIT,Virus6,0,1,147.5
Rotate_90,,0,1,147.5
SPAWN_UNIT,Virus4,0,1,147.5
SPAWN_UNIT,Virus4,0,1,147.5
Rotate_90,,0,1,147.5
START_ROTATION,,0,1,147.5
DELAY,,3,1,150.5
STOP_ROTATION,,0,1,150.5
SPAWN_UNIT,Virus5,0,1,150.5
Rotate_90,,0,1,150.5
SPAWN_UNIT,Virus5,0,1,150.5
Rotate_90,,0,1,150.5
SPAWN_UNIT,Virus4,0,1,150.5
Rotate_90,,0,1,150.5
SPAWN_UNIT,Virus4,0,1,150.5
Rotate_90,,0,1,150.5
START_ROTATION,,0.5,1,151
DELAY,,2.5,1,153.5
END_LEVEL,,0,1,91.7
